Lemma,Word_Type,Category,Primary_subcategory,Alt_split
hacker,s,style,exaggerating,"['-', 'technophile', 'techie', 'person with a high level of coding skills', 'technophiles', 'techies', 'people with a high level of coding skills']"
hero,s,style,exaggerating,"['person of the hour', 'person making sacrifices for their team', 'role model', 'heroix', 'they', 'people of the hour', 'those making sacrifices for their team', 'role models', 'heroix']"
high-flyer,s,style,exaggerating,"['person who continues despite difficulties', 'someone devoted to their purpose', 'someone who sticks to their goal', 'someone willing to see things through']"
highflyer,s,style,exaggerating,"['person who continues despite difficulties', 'someone devoted to their purpose', 'someone who sticks to their goal', 'someone willing to see things through']"
imperative,a,style,exaggerating,"['critical', 'vital', 'esssential']"
important,a,style,hollow,"['vital', 'urgent', 'essential', 'influential', 'substantial ']"
impressive,a,style,exaggerating,['-']
innovation,s,style,hollow,"['reinvention', 'modernization', 'improvement', 'new creation', 'redesign', 'introduction of new ideas', 'introduction of new methods', 'reinventions', 'changes', 'modernizations', 'improvements', 'new creations', 'redesign']"
innovative,a,style,hollow,"['imaginative', 'novel', 'creative', 'inventive', 'trend-setting', 'groundbreaking', 'inspired', 'forward-looking']"
irresistible,a,style,exaggerating,['-']
kamikaze,s,style,exaggerating,['-']
leverage,v,style,hollow,"['use', 'capitalize on']"
luminary,s,style,exaggerating,"['celebrity', 'icon', 'star', 'personality', 'person who is widely known', 'celebrities', 'icons', 'stars', 'personalities', 'people who are widely known']"
mandatory,a,style,exaggerating,"['necessary', 'legally required', 'compulsory', 'nonelective', 'required']"
many,a,style,hollow,"['a multitude of', 'a host of', 'numerous', 'multiple', 'countless']"
market-leader,s,style,exaggerating,"['--- be specific to build trust', 'company with the largest market share in the industry', 'company with the ability to influence the market', 'company with the greatest profitability margin in the market', 'company with the products most relevant to the customer', 'companies with the largest market shares in the industry', 'companies with the ability to influence the market', 'companies with the greatest profitability margin in the market', 'companies with the products most relevant to the customer']"
market-leading,a,style,exaggerating,['market-influencing']
marketleader,s,style,exaggerating,"['--- be specific to build trust', 'company with the largest market share in the industry', 'company with the ability to influence the market', 'company with the greatest profitability margin in the market', 'company with the products most relevant to the customer', 'companies with the largest market shares in the industry', 'companies with the ability to influence the market', 'companies with the greatest profitability margin in the market', 'companies with the products most relevant to the customer']"
marketleading,a,style,exaggerating,['market-influencing']
more,a,style,hollow,"['additional', 'incremental', 'greater']"
muscle,a,style,exaggerating,"['power', 'influence', 'clout']"
nerd,s,style,exaggerating,"['techie', 'intellectual', 'bookworm', 'person devoted to academic pursuits', 'person with a high level of knowledge (skills) in', 'techies', ' intellectuals', 'bookworms', 'people devoted to academic pursuits', 'people with a high level of knowledge (skills) in']"
new,a,style,hollow,"['updated', 'contemporary', 'novel', 'latest', 'up to date']"
ninja,a,style,exaggerating,"['dedicated', 'committed']"
normal,a,style,hollow,"['traditional', 'typical', 'common', 'routine', 'regular', 'conventional', 'customary', 'popular', 'reasonable', 'well-adjusted', 'rational', 'able to think clearly', 'able to use reason']"
other,a,style,hollow,"['alternative', 'further', 'different']"
outstanding,a,style,exaggerating,"['awesome', 'inspiring']"
passion,s,style,hollow,"['enthusiasm', 'dedication to', 'fascination with', 'keen interest in', 'love', 'enthusiasm', 'dedication to', 'fascination with', 'keen interests in', 'love']"
passionate,a,style,hollow,"['enthusiastic', 'invested in', 'committed to', 'fascinated with', 'keenly interested in']"
perfect,a,style,exaggerating,['-']
profit,s,style,exaggerating,"['earnings', 'proceeds', 'net', 'revenue', 'gain', 'yield', 'earnings', 'proceeds', 'net', 'revenue', 'gains', 'yield']"
profound,a,style,exaggerating,"['intense', 'deep', 'thorough', 'acute', 'thoughtful', 'serious', 'experienced', 'requiring deep understanding']"
protagonist,s,style,exaggerating,"['advocate', 'friend', 'proponent', 'supporter', 'person actively supporting a cause', 'advocates', 'friends', 'proponents', 'supporters', 'people actively supporting a cause']"
quick,a,style,hollow,"['efficient', 'expedient', 'effective', 'rapid', 'prompt', 'willing', 'responsive', 'insightful', 'perceptive', 'observant', 'energetic', 'alert', 'lively', 'nimble', 'astute']"
quite,adv,style,filler,['-']
really,a,style,filler,['-']
results-driven,a,style,hollow,"['-', 'goal-oriented', 'keen to get things done', 'motivated by milestones', 'able to create momentum to get things done', 'using targets to stay motivated', 'focused on outcomes']"
resultsdriven,a,style,hollow,"['-', 'goal-oriented', 'keen to get things done', 'motivated by milestones', 'able to create momentum to get things done', 'using targets to stay motivated', 'focused on outcomes']"
rocket,s,style,exaggerating,['-']
rockstar,s,style,exaggerating,['-']
scorer,s,style,exaggerating,['-']
self-driven,i,style,hollow,"['motivated', 'ardent', 'spirited', 'aspiring', 'sincere', 'industrious']"
selfdriven,i,style,hollow,"['motivated', 'ardent', 'spirited', 'aspiring', 'sincere', 'industrious']"
state-of-the-art,a,style,hollow,"['current', 'best available', 'most advanced', 'most sophisticated', 'technologically most advanced', 'implementing the most recent methods', 'involving fresh concepts', 'employing the latest equipment', 'using the latest techniques', 'at the highest level of development', 'using the newest ideas']"
success,s,style,exaggerating,"['positive outcome', ""a feather in one's cap"", 'popular', 'good result', 'reward for dedication and hard work', 'positive outcomes', ""feathers in one's cap"", 'popular', '(good) results', 'rewarded for dedication and hard work']"
successful,a,style,exaggerating,"['-', 'productive', 'lucky', 'lucrative', 'practiced', 'skilled']"
successfully,a,style,exaggerating,"['-', 'with good results', 'favorably']"
superstar,s,style,exaggerating,['-']
surpass,v,style,exaggerating,"['refine', 'improve upon', 'transcend', 'do better than', 'go beyond']"
synergize,v,style,hollow,['work together']
team-player,s,style,hollow,"['someone who values team effort over personal gains', 'someone who enjoys collaboration', 'someone who can compromise to reach a shared goal', 'someone who feels inspired and motivated by working together with others toward a shared goal', 'people who value team effort over personal gains', 'people who enjoy collaboration', 'people who can compromise to reach a shared goal', 'people who feel inspired and motivated by working together with others toward a shared goal']"
teamplayer,s,style,hollow,"['someone who values team effort over personal gains', 'someone who enjoys collaboration', 'someone who can compromise to reach a shared goal', 'someone who feels inspired and motivated by working together with others toward a shared goal', 'people who value team effort over personal gains', 'people who enjoy collaboration', 'people who can compromise to reach a shared goal', 'people who feel inspired and motivated by working together with others toward a shared goal']"
top-performance,s,style,exaggerating,"['substantial contribution to business success', 'amazing display of capability', 'history of delivering results']"
top-performer,s,style,exaggerating,"['mentor at heart', 'an inspiration to the team', 'an entrepreneur at heart', 'someone with an entrepreurial mindset', 'someone who thrives on working toward milestones', 'mentors at heart', 'people who are an inspiration to the team', 'entrepreneurs at heart', 'people with an entrepreurial mindset', 'people who thrive on working toward milestones']"
top-performing,a,style,exaggerating,"['contributing to business success --- about a person', 'implementing goals with enthusiasm --- about a person', 'fulfilling customer expectations --- about a person']"
topperformance,s,style,exaggerating,"['substantial contribution to business success', 'amazing display of capability', 'history of delivering results']"
topperformer,s,style,exaggerating,"['mentor at heart', 'an inspiration to the team', 'an entrepreneur at heart', 'someone with an entrepreurial mindset', 'someone who thrives on working toward milestones', 'mentors at heart', 'people who are an inspiration to the team', 'entrepreneurs at heart', 'people with an entrepreurial mindset', 'people who thrive on working toward milestones']"
topperforming,a,style,exaggerating,"['contributing to business success --- about a person', 'implementing goals with enthusiasm --- about a person', 'fulfilling customer expectations --- about a person']"
totally,adv,style,filler,['-']
unique,a,style,hollow,"['original', 'distinctive', 'rare', 'diverse', 'in a class by itself']"
utilize,v,style,hollow,['use']
verifiable,a,style,exaggerating,"['documented', 'valid', 'reliable']"
verifiably,adv,style,exaggerating,['-']
very,adv,style,filler,['-']
well-established,a,style,exaggerating,"['thriving', 'acknowledged', 'confirmed', 'long-standing', 'well-documented']"
wellestablished,a,style,exaggerating,"['thriving', 'acknowledged', 'confirmed', 'long-standing', 'well-documented']"
winner,s,style,exaggerating,['-']
workforce,s,style,hollow,"['team', 'employees', 'personnel', 'staff', 'teams', 'employees', 'personnel', 'staff']"
world-wide,a,style,hollow,"['--- be specific to build trust', 'in (...) countries', '(...) offices across (...) continents']"
worldwide,a,style,hollow,"['--- be specific to build trust', 'in (...) countries', '(...) offices across (...) continents']"
