Lemma,Word_Type,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
firstclass,a,style,exaggerating,"['premium', 'quality-focused', 'luxurious', 'stylish', 'business --- in transportation', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'premium', 'quality-focused', 'luxurious', 'stylish', 'business --- in transportation']"
firstmover,s,style,exaggerating,"['the first to market a product', 'the first to offer a service', 'the first to seize a market opportunity', 'those first to market a product', 'those first to offer a service', 'those first to seize a market opportunity']","['those first to market a product', 'those first to offer a service', 'those first to seize a market opportunity']","['the first to market a product', 'the first to offer a service', 'the first to seize a market opportunity', 'those first to market a product', 'those first to offer a service', 'those first to seize a market opportunity']"
flexible,a,style,advanced_hollow,"['adaptable', 'strategically nimble', 'pragmatic', 'open', 'agile', 'variable', 'mobile', 'defined by its users', ""--- don't use for people""]","[""--- don't use for people""]","[""--- don't use for people"", 'adaptable', 'strategically nimble', 'pragmatic', 'open', 'agile', 'variable', 'mobile', 'defined by its users']"
front-runner,s,style,exaggerating,"['favorite', 'person who sets the pace', 'probable winner', '-', 'favorites', 'people who set the pace', 'probable winners']","['favorites', 'people who set the pace', 'probable winners', '-']","['-', 'favorite', 'person who sets the pace', 'probable winner', 'favorites', 'people who set the pace', 'probable winners']"
frontrunner,s,style,exaggerating,"['favorite', 'person who sets the pace', 'probable winner', '-', 'favorites', 'people who set the pace', 'probable winners']","['favorites', 'people who set the pace', 'probable winners', '-']","['-', 'favorite', 'person who sets the pace', 'probable winner', 'favorites', 'people who set the pace', 'probable winners']"
geek,s,style,exaggerating,"['techie', 'intellectual', 'bookworm', 'person devoted to academic pursuits', 'person with a high level of knowledge (skills) in', '-', 'techies', 'intellectuals', 'bookworms', 'people devoted to academic pursuits', 'people with a high level of knowledge (skills) in']","['techies', 'intellectuals', 'bookworms', 'people devoted to academic pursuits', 'people with a high level of knowledge (skills) in', '-']","['-', 'techie', 'intellectual', 'bookworm', 'person devoted to academic pursuits', 'person with a high level of knowledge (skills) in', 'techies', 'intellectuals', 'bookworms', 'people devoted to academic pursuits', 'people with a high level of knowledge (skills) in']"
generally,adv,style,advanced_filler,['-'],['-'],['-']
global,a,style,advanced_hollow,"['--- be specific to build trust', 'in (...) countries', '(...) offices across (...) continents']",['--- be specific to build trust'],"['--- be specific to build trust', 'in (...) countries', '(...) offices across (...) continents']"
go-getter,s,style,exaggerating,"['catalyst', 'motivated people', 'energetic and focused people', 'enterprising person(...)', 'person happy to see things through(...)', 'someone who continues despite difficulty(...)', 'person loyal to their cause(...)']","['motivated people', 'energetic and focused people', 'people happy to see things through(...)', 'individuals who continue despite difficulty(...)', 'people loyal to their cause(...)']","['catalyst', 'enterprising person(...)', 'person happy to see things through(...)', 'someone who continues despite difficulty(...)', 'person loyal to their cause(...)', 'motivated people', 'energetic and focused people']"
god,s,style,exaggerating,['-'],['-'],['-']
gogetter,s,style,exaggerating,"['catalyst', 'motivated people', 'energetic and focused people', 'enterprising person(...)', 'person happy to see things through(...)', 'someone who continues despite difficulty(...)', 'person loyal to their cause(...)']","['motivated people', 'energetic and focused people', 'people happy to see things through(...)', 'individuals who continue despite difficulty(...)', 'people loyal to their cause(...)']","['catalyst', 'enterprising person(...)', 'person happy to see things through(...)', 'someone who continues despite difficulty(...)', 'person loyal to their cause(...)', 'motivated people', 'energetic and focused people']"
good,a,style,advanced_hollow,"['admirable', 'acceptable', 'worthy', 'favorable', 'positive']",[],"['admirable', 'acceptable', 'worthy', 'favorable', 'positive']"
great,a,style,advanced_hollow,"['much appreciated', 'considerable', 'substantial', 'significant', 'nicely']",[],"['much appreciated', 'considerable', 'substantial', 'significant', 'nicely']"
hacker,s,style,exaggerating,"['technophile', 'techie', 'person with a high level of coding skills', '-', 'technophiles', 'techies', 'people with a high level of coding skills']","['technophiles', 'techies', 'people with a high level of coding skills', '-']","['-', 'technophile', 'techie', 'person with a high level of coding skills', 'technophiles', 'techies', 'people with a high level of coding skills']"
hero,s,style,exaggerating,"['person of the hour', 'person making sacrifices for their team', 'role model', 'heroix', 'they', 'people of the hour', 'those making sacrifices for their team', 'role models', 'heroix']","['people of the hour', 'those making sacrifices for their team', 'role models', 'heroix']","['person of the hour', 'person making sacrifices for their team', 'role model', 'heroix', 'they', 'people of the hour', 'those making sacrifices for their team', 'role models', 'heroix']"
high-flyer,s,style,exaggerating,"['person who continues despite difficulties(...)', 'someone devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'someone willing to see things through(...)']","['people who continue despite difficulties(...)', 'people devoted to their purpose(...)', 'people who stick to their goal(...)', 'people willing to see things through(...)']","['person who continues despite difficulties(...)', 'someone devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'someone willing to see things through(...)']"
highflyer,s,style,exaggerating,"['person who continues despite difficulties(...)', 'someone devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'someone willing to see things through(...)']","['people who continue despite difficulties(...)', 'people devoted to their purpose(...)', 'people who stick to their goal(...)', 'people willing to see things through(...)']","['person who continues despite difficulties(...)', 'someone devoted to their purpose(...)', 'someone who sticks to their goal(...)', 'someone willing to see things through(...)']"
highly,adv,style,advanced_filler,['-'],['-'],['-']
hopefully,adv,style,advanced_filler,['-'],['-'],['-']
imperative,a,style,exaggerating,"['critical', 'vital', 'essential']",[],"['critical', 'vital', 'essential']"
important,a,style,advanced_hollow,"['vital', 'urgent', 'essential', 'influential', 'substantial']",[],"['vital', 'urgent', 'essential', 'influential', 'substantial']"
impressive,a,style,exaggerating,['-'],['-'],['-']
innovation,s,style,advanced_hollow,"['reinvention', 'modernization', 'improvement', 'new creation', 'redesign', 'reinventions', 'changes', 'modernizations', 'improvements', 'new creations', 'redesign', 'introduction of new ideas(...)', 'introduction of new methods(...)']","['reinventions', 'changes', 'modernizations', 'improvements', 'new creations', 'redesign', 'new ideas(...)', 'new methods(...)', 'new devices(...)']","['reinvention', 'modernization', 'improvement', 'new creation', 'redesign', 'introduction of new ideas(...)', 'introduction of new methods(...)', 'reinventions', 'changes', 'modernizations', 'improvements', 'new creations', 'redesign']"
innovative,a,style,advanced_hollow,"['imaginative', 'novel', 'creative', 'inventive', 'trend-setting', 'groundbreaking', 'inspired', 'forward-looking']",[],"['imaginative', 'novel', 'creative', 'inventive', 'trend-setting', 'groundbreaking', 'inspired', 'forward-looking']"
international,a,style,advanced_hollow,"['in ((number of)) countries', 'in ((specify countries))', 'with ((number of)) offices across ((specify countries or continents))', 'in ((rounded number of))+ countries and counting']",[],"['in ((number of)) countries', 'in ((specify countries))', 'with ((number of)) offices across ((specify countries or continents))', 'in ((rounded number of))+ countries and counting']"
irresistible,a,style,exaggerating,['-'],['-'],['-']
just,adv,style,advanced_filler,['-'],['-'],['-']
kamikaze,s,style,exaggerating,['-'],['-'],['-']
leading,=a,style,advanced_hollow,"['guiding', 'with the largest market share in (industry)(...)', 'with largest revenue share in the market(...)', 'with largest customer base in the segment(...)', 'who introduces the majority of technological advances in the market(...)']",[],"['guiding', 'with the largest market share in (industry)(...)', 'with largest revenue share in the market(...)', 'with largest customer base in the segment(...)', 'who introduces the majority of technological advances in the market(...)']"
leverage,v,style,advanced_hollow,"['use', 'capitalize on']",[],"['use', 'capitalize on']"
literally,adv,style,advanced_filler,['-'],['-'],['-']
luminary,s,style,exaggerating,"['celebrity', 'icon', 'star', 'personality', 'person who is widely known', 'celebrities', 'icons', 'stars', 'personalities', 'people who are widely known']","['celebrities', 'icons', 'stars', 'personalities', 'people who are widely known']","['celebrity', 'icon', 'star', 'personality', 'person who is widely known', 'celebrities', 'icons', 'stars', 'personalities', 'people who are widely known']"
mandatory,a,style,exaggerating,"['necessary', 'legally required', 'compulsory', 'nonelective', 'required']",[],"['necessary', 'legally required', 'compulsory', 'nonelective', 'required']"
many,a,style,advanced_hollow,"['a multitude of', 'a host of', 'numerous', 'multiple', 'countless']",[],"['a multitude of', 'a host of', 'numerous', 'multiple', 'countless']"
market-leader,s,style,exaggerating,"['--- be specific to build trust', 'company with the largest market share in the industry(...)', 'company with the ability to influence the market(...)', 'company with the largest profitability margin in the market(...)', 'company with the products most relevant to the customer(...)']","['--- be specific to build trust', 'companies with the largest market shares in the industry(...)', 'companies with the ability to influence the market(...)', 'companies with the largest profitability margin in the market(...)', 'companies with the products most relevant to the customer(...)']","['--- be specific to build trust', 'company with the largest market share in the industry(...)', 'company with the ability to influence the market(...)', 'company with the largest profitability margin in the market(...)', 'company with the products most relevant to the customer(...)']"
market-leading,a,style,exaggerating,['market-influencing'],[],['market-influencing']
marketleader,s,style,exaggerating,"['--- be specific to build trust', 'company with the largest market share in the industry(...)', 'company with the ability to influence the market(...)', 'company with the largest profitability margin in the market(...)', 'company with the products most relevant to the customer(...)']","['--- be specific to build trust', 'companies with the largest market shares in the industry(...)', 'companies with the ability to influence the market(...)', 'companies with the largest profitability margin in the market(...)', 'companies with the products most relevant to the customer(...)']","['--- be specific to build trust', 'company with the largest market share in the industry(...)', 'company with the ability to influence the market(...)', 'company with the largest profitability margin in the market(...)', 'company with the products most relevant to the customer(...)']"
marketleading,a,style,exaggerating,['market-influencing'],[],['market-influencing']
maybe,adv,style,advanced_filler,['-'],['-'],['-']
muscle,s,style,exaggerating,"['capacity', 'influence', 'clout']",[],"['capacity', 'influence', 'clout']"
nerd,s,style,exaggerating,"['techie', 'intellectual', 'bookworm', 'person devoted to academic pursuits', 'person with a high level of knowledge (skills) in', 'techies', 'intellectuals', 'bookworms', 'people devoted to academic pursuits', 'people with a high level of knowledge (skills) in']","['techies', 'intellectuals', 'bookworms', 'people devoted to academic pursuits', 'people with a high level of knowledge (skills) in']","['techie', 'intellectual', 'bookworm', 'person devoted to academic pursuits', 'person with a high level of knowledge (skills) in', 'techies', 'intellectuals', 'bookworms', 'people devoted to academic pursuits', 'people with a high level of knowledge (skills) in']"
normal,a,style,advanced_hollow,"['traditional', 'typical', 'common', 'routine', 'regular', 'conventional', 'customary', 'popular', 'reasonable', 'well-adjusted', 'rational', 'able to think clearly', 'able to use reason']",[],"['traditional', 'typical', 'common', 'routine', 'regular', 'conventional', 'customary', 'popular', 'reasonable', 'well-adjusted', 'rational', 'able to think clearly', 'able to use reason']"
now,adv,style,advanced_filler,['-'],['-'],['-']
okay,adv,style,advanced_filler,['-'],['-'],['-']
only,adv,style,advanced_filler,['-'],['-'],['-']
other,a,style,advanced_hollow,"['alternative', 'further', 'different']",[],"['alternative', 'further', 'different']"
outstanding,a,style,exaggerating,"['inspiring', 'well-deserved', 'skilful', 'awesome', 'marvellous']",[],"['inspiring', 'well-deserved', 'skilful', 'awesome', 'marvellous']"
passion,s,style,advanced_hollow,"['enthusiasm', 'dedication to', 'fascination with', 'keen interest in', 'love', 'enthusiasm', 'dedication to', 'fascination with', 'keen interests in', 'love']","['enthusiasm', 'dedication to', 'fascination with', 'keen interests in', 'love']","['enthusiasm', 'dedication to', 'fascination with', 'keen interest in', 'love', 'enthusiasm', 'dedication to', 'fascination with', 'keen interests in', 'love']"
passionate,a,style,advanced_hollow,"['enthusiastic', 'invested in', 'committed to', 'fascinated with', 'keenly interested in']",[],"['enthusiastic', 'invested in', 'committed to', 'fascinated with', 'keenly interested in']"
perfect,a,style,exaggerating,['-'],['-'],['-']
perhaps,adv,style,advanced_filler,['-'],['-'],['-']
profit,s,style,exaggerating,"['earnings', 'proceeds', 'net', 'revenue', 'gain', 'yield', 'earnings', 'proceeds', 'net', 'revenue', 'gains', 'yield']","['earnings', 'proceeds', 'net', 'revenue', 'gains', 'yield']","['earnings', 'proceeds', 'net', 'revenue', 'gain', 'yield', 'earnings', 'proceeds', 'net', 'revenue', 'gains', 'yield']"
profound,a,style,exaggerating,"['intense', 'deep', 'thorough', 'acute', 'thoughtful', 'serious', 'experienced', 'requiring deep understanding']",[],"['intense', 'deep', 'thorough', 'acute', 'thoughtful', 'serious', 'experienced', 'requiring deep understanding']"
protagonist,s,style,exaggerating,"['advocate', 'friend', 'proponent', 'supporter', 'person actively supporting a cause', 'advocates', 'friends', 'proponents', 'supporters', 'people actively supporting a cause']","['advocates', 'friends', 'proponents', 'supporters', 'people actively supporting a cause']","['advocate', 'friend', 'proponent', 'supporter', 'person actively supporting a cause', 'advocates', 'friends', 'proponents', 'supporters', 'people actively supporting a cause']"
quick,a,style,advanced_hollow,"['efficient', 'expedient', 'effective', 'rapid', 'prompt', 'willing', 'responsive', 'insightful', 'perceptive', 'observant', 'energetic', 'alert', 'lively', 'nimble', 'astute']",[],"['efficient', 'expedient', 'effective', 'rapid', 'prompt', 'willing', 'responsive', 'insightful', 'perceptive', 'observant', 'energetic', 'alert', 'lively', 'nimble', 'astute']"
quite,adv,style,advanced_filler,['-'],['-'],['-']
rather,a,style,advanced_filler,['-'],['-'],['-']
really,a,style,advanced_filler,"['in fact', 'admittedly', 'honestly', 'frankly', '-']",['-'],"['-', 'in fact', 'admittedly', 'honestly', 'frankly']"
reasonably,adv,style,advanced_filler,['-'],['-'],['-']
relatively,adv,style,advanced_filler,['-'],['-'],['-']
results-driven,a,style,advanced_hollow,"['goal-oriented', '-', 'keen to get things done(...)', 'motivated by milestones(...)', 'able to create momentum to get things done(...)', 'using targets to stay motivated(...)', 'focused on outcomes(...)']",['-'],"['-', 'goal-oriented', 'keen to get things done(...)', 'motivated by milestones(...)', 'able to create momentum to get things done(...)', 'using targets to stay motivated(...)', 'focused on outcomes(...)']"
resultsdriven,a,style,advanced_hollow,"['goal-oriented', '-', 'keen to get things done(...)', 'motivated by milestones(...)', 'able to create momentum to get things done(...)', 'using targets to stay motivated(...)', 'focused on outcomes(...)']",['-'],"['-', 'goal-oriented', 'keen to get things done(...)', 'motivated by milestones(...)', 'able to create momentum to get things done(...)', 'using targets to stay motivated(...)', 'focused on outcomes(...)']"
right,a,style,advanced_filler,['-'],['-'],['-']
rocket,s,style,exaggerating,['-'],['-'],['-']
rockstar,s,style,exaggerating,"['star', 'inspiration', '-']",['-'],"['-', 'star', 'inspiration']"
scorer,s,style,exaggerating,"['-', 'someone focused on outcomes(...)', 'person who enjoys negotiating and closing deals(...)']",['-'],"['-', 'someone focused on outcomes(...)', 'person who enjoys negotiating and closing deals(...)']"
seem,v,style,advanced_filler,['-'],['-'],['-']
self-driven,=a,style,advanced_hollow,"['motivated', 'ardent', 'spirited', 'aspiring', 'sincere', 'industrious']",[],"['motivated', 'ardent', 'spirited', 'aspiring', 'sincere', 'industrious']"
selfdriven,=a,style,advanced_hollow,"['motivated', 'ardent', 'spirited', 'aspiring', 'sincere', 'industrious']",[],"['motivated', 'ardent', 'spirited', 'aspiring', 'sincere', 'industrious']"
seriously,adv,style,advanced_filler,['-'],['-'],['-']
simply,adv,style,advanced_filler,['-'],['-'],['-']
slightly,adv,style,advanced_filler,['-'],['-'],['-']
so,adv,style,advanced_filler,['-'],['-'],['-']
somehow,adv,style,advanced_filler,['-'],['-'],['-']
state-of-the-art,a,style,advanced_hollow,"['current', 'best available', 'advanced', 'sophisticated', 'technologically advanced', 'implementing the most recent methods(...)', 'involving fresh concepts(...)', 'employing the latest equipment(...)', 'using the latest techniques(...)', 'at the highest level of development(...)', 'using the newest ideas(...)']",[],"['current', 'best available', 'advanced', 'sophisticated', 'technologically advanced', 'implementing the most recent methods(...)', 'involving fresh concepts(...)', 'employing the latest equipment(...)', 'using the latest techniques(...)', 'at the highest level of development(...)', 'using the newest ideas(...)']"
success,s,style,exaggerating,"['positive outcome', ""a feather in one's cap"", 'popular', 'good result', 'reward for dedication and hard work', 'positive outcomes', ""feathers in one's cap"", 'popular', '(good) results', 'rewarded for dedication and hard work']","['positive outcomes', ""feathers in one's cap"", 'popular', '(good) results', 'rewarded for dedication and hard work']","['positive outcome', ""a feather in one's cap"", 'popular', 'good result', 'reward for dedication and hard work', 'positive outcomes', ""feathers in one's cap"", 'popular', '(good) results', 'rewarded for dedication and hard work']"
successful,a,style,exaggerating,"['productive', 'lucky', 'lucrative', 'practiced', 'skilled', '-']",['-'],"['-', 'productive', 'lucky', 'lucrative', 'practiced', 'skilled']"
successfully,a,style,exaggerating,"['with good results', 'favorably', '-']",['-'],"['-', 'with good results', 'favorably']"
suddenly,adv,style,advanced_filler,['-'],['-'],['-']
super,adv,style,exaggerating,['-'],['-'],['-']
superstar,s,style,exaggerating,['-'],['-'],['-']
surpass,v,style,exaggerating,"['refine', 'improve upon', 'transcend', 'do better than', 'go beyond']",[],"['refine', 'improve upon', 'transcend', 'do better than', 'go beyond']"
synergize,v,style,advanced_hollow,['work together'],[],['work together']
team-player,s,style,advanced_hollow,"['someone who values team effort over personal gains', 'someone who enjoys collaboration', 'someone who can compromise to reach a shared goal', 'someone who feels inspired and motivated by working together with others toward a shared goal', 'people who value team effort over personal gains', 'people who enjoy collaboration', 'people who can compromise to reach a shared goal', 'people who feel inspired and motivated by working together with others toward a shared goal']","['people who value team effort over personal gains', 'people who enjoy collaboration', 'people who can compromise to reach a shared goal', 'people who feel inspired and motivated by working together with others toward a shared goal']","['someone who values team effort over personal gains', 'someone who enjoys collaboration', 'someone who can compromise to reach a shared goal', 'someone who feels inspired and motivated by working together with others toward a shared goal', 'people who value team effort over personal gains', 'people who enjoy collaboration', 'people who can compromise to reach a shared goal', 'people who feel inspired and motivated by working together with others toward a shared goal']"
teamplayer,s,style,advanced_hollow,"['someone who values team effort over personal gains', 'someone who enjoys collaboration', 'someone who can compromise to reach a shared goal', 'someone who feels inspired and motivated by working together with others toward a shared goal', 'people who value team effort over personal gains', 'people who enjoy collaboration', 'people who can compromise to reach a shared goal', 'people who feel inspired and motivated by working together with others toward a shared goal']","['people who value team effort over personal gains', 'people who enjoy collaboration', 'people who can compromise to reach a shared goal', 'people who feel inspired and motivated by working together with others toward a shared goal']","['someone who values team effort over personal gains', 'someone who enjoys collaboration', 'someone who can compromise to reach a shared goal', 'someone who feels inspired and motivated by working together with others toward a shared goal', 'people who value team effort over personal gains', 'people who enjoy collaboration', 'people who can compromise to reach a shared goal', 'people who feel inspired and motivated by working together with others toward a shared goal']"
though,adv,style,advanced_filler,['-'],['-'],['-']
top-performance,s,style,exaggerating,"['substantial contribution to business success', 'amazing display of capability', 'history of delivering results(...)']",[],"['substantial contribution to business success', 'amazing display of capability', 'history of delivering results(...)']"
top-performer,s,style,exaggerating,"['mentor at heart(...)', 'inspiration to the team(...)', 'entrepreneur at heart(...)', 'someone with an entrepreneurial mindset(...)', 'someone who thrives on working toward milestones(...)']","['mentors at heart(...)', 'people who are an inspiration to the team(...)', 'entrepreneurs at heart(...)', 'people with an entrepreneurial mindset(...)', 'people who thrive on working toward milestones(...)']","['mentor at heart(...)', 'inspiration to the team(...)', 'entrepreneur at heart(...)', 'someone with an entrepreneurial mindset(...)', 'someone who thrives on working toward milestones(...)']"
top-performing,a,style,exaggerating,"['contributing to business success --- about a person', 'implementing goals with enthusiasm --- about a person', 'fulfilling customer expectations --- about a person']",[],"['contributing to business success --- about a person', 'implementing goals with enthusiasm --- about a person', 'fulfilling customer expectations --- about a person']"
topperformance,s,style,exaggerating,"['substantial contribution to business success', 'amazing display of capability', 'history of delivering results(...)']",[],"['substantial contribution to business success', 'amazing display of capability', 'history of delivering results(...)']"
topperformer,s,style,exaggerating,"['mentor at heart(...)', 'inspiration to the team(...)', 'entrepreneur at heart(...)', 'someone with an entrepreneurial mindset(...)', 'someone who thrives on working toward milestones(...)']","['mentors at heart(...)', 'people who are an inspiration to the team(...)', 'entrepreneurs at heart(...)', 'people with an entrepreneurial mindset(...)', 'people who thrive on working toward milestones(...)']","['mentor at heart(...)', 'inspiration to the team(...)', 'entrepreneur at heart(...)', 'someone with an entrepreneurial mindset(...)', 'someone who thrives on working toward milestones(...)']"
topperforming,a,style,exaggerating,"['contributing to business success --- about a person', 'implementing goals with enthusiasm --- about a person', 'fulfilling customer expectations --- about a person']",[],"['contributing to business success --- about a person', 'implementing goals with enthusiasm --- about a person', 'fulfilling customer expectations --- about a person']"
totally,adv,style,advanced_filler,['-'],['-'],['-']
unique,a,style,advanced_hollow,"['original', 'distinctive', 'rare', 'diverse', 'in a class by itself']",[],"['original', 'distinctive', 'rare', 'diverse', 'in a class by itself']"
utilize,v,style,advanced_hollow,['use'],[],['use']
verifiable,a,style,exaggerating,"['documented', 'valid', 'reliable']",[],"['documented', 'valid', 'reliable']"
verifiably,adv,style,exaggerating,['-'],['-'],['-']
very,adv,style,advanced_filler,['-'],['-'],['-']
well,adv,style,advanced_filler,['-'],['-'],['-']
well-established,=a,style,exaggerating,"['thriving', 'acknowledged', 'confirmed', 'long-standing', 'well-documented']",[],"['thriving', 'acknowledged', 'confirmed', 'long-standing', 'well-documented']"
wellestablished,=a,style,exaggerating,"['thriving', 'acknowledged', 'confirmed', 'long-standing', 'well-documented']",[],"['thriving', 'acknowledged', 'confirmed', 'long-standing', 'well-documented']"
winner,s,style,exaggerating,"[""--- don't use in a business context"", 'person who has reached milestones with ease(...)', 'person with the best numbers(...)']","[""--- don't use in a business context"", 'people who have reached milestones with ease(...)', 'people with the best numbers(...)']","[""--- don't use in a business context"", 'person who has reached milestones with ease(...)', 'person with the best numbers(...)']"
workforce,s,style,advanced_hollow,"['team', 'employees', 'personnel', 'staff', 'teams', 'employees', 'personnel', 'staff']","['teams', 'employees', 'personnel', 'staff']","['team', 'employees', 'personnel', 'staff', 'teams', 'employees', 'personnel', 'staff']"
world-wide,a,style,advanced_hollow,"['--- be specific to build trust', 'in (...) countries', '(...) offices across (...) continents']",['--- be specific to build trust'],"['--- be specific to build trust', 'in (...) countries', '(...) offices across (...) continents']"
worldwide,a,style,advanced_hollow,"['--- be specific to build trust', 'in (...) countries', '(...) offices across (...) continents']",['--- be specific to build trust'],"['--- be specific to build trust', 'in (...) countries', '(...) offices across (...) continents']"
