Lemma,Word_Type,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
battle,s,unconscious_bias,agentic,"['encounter', 'discussion', 'effort', 'work', 'endeavour', 'debate', 'discourse', 'encounters', 'discussions', 'efforts', 'work', 'endeavours', 'debates', 'discourses']","['encounters', 'discussions', 'efforts', 'work', 'endeavours', 'debates', 'discourses']","['encounter', 'discussion', 'effort', 'work', 'endeavour', 'debate', 'discourse', 'encounters', 'discussions', 'efforts', 'work', 'endeavours', 'debates', 'discourses']"
blacklist,s,unconscious_bias,racist_source,"['deny list', 'block list', 'exclude list', 'avoid list', 'deny lists', 'block lists', 'exclude lists', 'avoid lists']","['deny lists', 'block lists', 'exclude lists', 'avoid lists']","['deny list', 'block list', 'exclude list', 'avoid list', 'deny lists', 'block lists', 'exclude lists', 'avoid lists']"
boomer,s,unconscious_bias,age_old,"['older person', 'adult', 'someone born between 1946 and 1964', 'older people', 'adults', 'people born between 1946 and 1964']","['older people', 'adults', 'people born between 1946 and 1964']","['older person', 'adult', 'someone born between 1946 and 1964', 'older people', 'adults', 'people born between 1946 and 1964']"
boy,s,unconscious_bias,gender_identity,"['kid', 'teen', 'child', 'young person', 'server', 'serving staff', 'busser', 'they', 'people', 'team', 'crowd', 'busing team', 'children', 'you']","['children', 'people', 'team', 'crowd', 'busing team']","['kid', 'teen', 'child', 'young person', 'server', 'serving staff', 'busser', 'they', 'you', 'people', 'team', 'crowd', 'busing team', 'children']"
boyfriend,s,unconscious_bias,gender_identity,"['partner', 'significant other', 'joyfriend', 'they', 'partners', 'significant others', 'joyfriends']","['partners', 'significant others', 'joyfriends']","['partner', 'significant other', 'joyfriend', 'they', 'partners', 'significant others', 'joyfriends']"
bushman,s,unconscious_bias,racist_source,"['local', 'aboriginal', 'aborigine', 'indigenous person', 'locals', 'aboriginals', 'aborigines', 'indigenous people']","['locals', 'aboriginals', 'aborigines', 'indigenous people']","['local', 'aboriginal', 'aborigine', 'indigenous person', 'locals', 'aboriginals', 'aborigines', 'indigenous people']"
champion,s,unconscious_bias,agentic,"['role model', 'advocate', 'supporter', 'ally', 'proponent', 'campaigner', 'promoter', 'upholder', 'they', 'role models', 'advocates', 'supporters', 'allies', 'proponents', 'campaigners', 'promoters', 'upholders']","['role models', 'advocates', 'supporters', 'allies', 'proponents', 'campaigners', 'promoters', 'upholders']","['role model', 'advocate', 'supporter', 'ally', 'proponent', 'campaigner', 'promoter', 'upholder', 'they', 'role models', 'advocates', 'supporters', 'allies', 'proponents', 'campaigners', 'promoters', 'upholders']"
chinaman,s,unconscious_bias,racist_source,"['Chinese', 'someone of Chinese heritage', 'person born in China', 'Chinese', 'people of Chinese heritage', 'people born in China']","['Chinese', 'people of Chinese heritage', 'people born in China']","['Chinese', 'someone of Chinese heritage', 'person born in China', 'Chinese', 'people of Chinese heritage', 'people born in China']"
conquest,s,unconscious_bias,agentic,"['discovery', 'winning over', 'discoveries', 'winning over', '(the company, a market, ...) that has been won']","['discoveries', 'winning over']","['discovery', 'winning over', '(the company, a market, ...) that has been won', 'discoveries', 'winning over']"
cougar,s,unconscious_bias,age_old,"['older person', 'adult', 'older people', 'adults', 'someone interested in a younger person']","['older people', 'adults']","['older person', 'adult', 'someone interested in a younger person', 'older people', 'adults']"
cretin,s,unconscious_bias,medical_state,"['hypothyroidism', 'person with learning difficulties due to congenital thyroid deficiency', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'risk-taking', 'uninformed', 'silly']","['hypothyroidism', 'people with learning difficulties due to congenital thyroid deficiency']","['hypothyroidism', 'person with learning difficulties due to congenital thyroid deficiency', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'risk-taking', 'uninformed', 'silly', 'people with learning difficulties due to congenital thyroid deficiency']"
crip,s,unconscious_bias,mobility,"['person with a physical impairment', 'person with a mobility impairment', 'paralysed person']","['people with physical impairments', 'people with mobility impairments', 'paralysed people ']","['person with a physical impairment', 'person with a mobility impairment', 'paralysed person', 'people with physical impairments', 'people with mobility impairments', 'paralysed people ']"
cripple,s,unconscious_bias,mobility,"['person with a physical impairment', 'person with a mobility impairment', 'paralysed person']","['people with physical impairments', 'people with mobility impairments', 'paralysed people ']","['person with a physical impairment', 'person with a mobility impairment', 'paralysed person', 'people with physical impairments', 'people with mobility impairments', 'paralysed people ']"
daughter,s,unconscious_bias,gender_identity,"['child', 'progeny', 'offspring', 'they', 'children', 'progeny', 'offspring']","['children', 'progeny', 'offspring']","['child', 'progeny', 'offspring', 'they', 'children', 'progeny', 'offspring']"
decision,s,unconscious_bias,agentic,"['conclusion', 'choice', 'agreement', 'consensus', 'conclusions', 'choices', 'agreements', 'consensus', ""one's mind made up"", 'settlement of an issue', 'end of a legal/official argument', 'legal/official judgement']","['conclusions', 'choices', 'agreements', 'consensus']","['conclusion', 'choice', 'agreement', 'consensus', ""one's mind made up"", 'settlement of an issue', 'end of a legal/official argument', 'legal/official judgement', 'conclusions', 'choices', 'agreements', 'consensus']"
deformity,s,unconscious_bias,medical_state,"['dysmorphic feature', 'dismorphism', 'dysmorphic features']",['dysmorphic features'],"['dysmorphic feature', 'dismorphism', 'dysmorphic features']"
diffability,s,unconscious_bias,ability,"['disability', 'ability status', 'physical disability', 'mobility disability', 'disabilities', 'ability status', 'physical disabilities', 'mobility disabilities', 'person with a disability']","['disabilities', 'ability status', 'physical disabilities', 'mobility disabilities', 'persons with a disability']","['disability', 'ability status', 'physical disability', 'mobility disability', 'person with a disability', 'disabilities', 'ability status', 'physical disabilities', 'mobility disabilities', 'persons with a disability']"
dinosaur,s,unconscious_bias,age_old,"['older person', 'adult', 'older people', 'adults']","['older people', 'adults']","['older person', 'adult', 'older people', 'adults']"
disfigurement,s,unconscious_bias,medical_state,"['dysmorphic feature', 'dismorphism', 'dysmorphic features', 'dismorphism']","['dysmorphic features', 'dismorphism']","['dysmorphic feature', 'dismorphism', 'dysmorphic features', 'dismorphism']"
dotard,s,unconscious_bias,ability,"['person in their dotage', 'physically weak person', 'person whose mental faculties have declined']","['persons in their dotage', 'physically weak persons', 'persons whose mental faculties have declined']","['person in their dotage', 'physically weak person', 'person whose mental faculties have declined', 'persons in their dotage', 'physically weak persons', 'persons whose mental faculties have declined']"
dwarf,s,unconscious_bias,medical_state,"['person with restricted growth', 'person of short stature']","['persons with restricted growth', 'persons of short stature']","['person with restricted growth', 'person of short stature', 'persons with restricted growth', 'persons of short stature']"
dyslexia,s,unconscious_bias,learning,"['reading disorder', 'reading disorders', 'person with a learning difficulty that can make reading, writing, and spelling difficult']","['reading disorders', 'people with a learning difficulty that can make reading, writing, and spelling difficult']","['reading disorder', 'person with a learning difficulty that can make reading, writing, and spelling difficult', 'reading disorders', 'people with a learning difficulty that can make reading, writing, and spelling difficult']"
epileptic,s,unconscious_bias,medical_state,['person who has epileptic seizures'],['people who has epileptic seizures'],"['person who has epileptic seizures', 'people who has epileptic seizures']"
eye-opener,s,unconscious_bias,vision,"['utterly shocking', 'real surprise', 'utterly shocking', 'real surprises', 'startling (situation, revelation, ...)']","['utterly shocking', 'real surprises']","['utterly shocking', 'real surprise', 'startling (situation, revelation, ...)', 'utterly shocking', 'real surprises']"
eyeopener,s,unconscious_bias,vision,"['utterly shocking', 'real surprise', 'utterly shocking', 'real surprises', 'startling (situation, revelation, ...)']","['utterly shocking', 'real surprises']","['utterly shocking', 'real surprise', 'startling (situation, revelation, ...)', 'utterly shocking', 'real surprises']"
father,s,unconscious_bias,gender_identity,"['parent', 'creative', 'they', 'creative team', 'parents', 'creatives', 'creative mind (behind)']","['parents', 'creatives', 'creative team']","['parent', 'creative', 'they', 'creative mind (behind)', 'creative team', 'parents', 'creatives']"
fiance,s,unconscious_bias,gender_identity,"['betrothed', 'they', 'betrothed']",['betrothed'],"['betrothed', 'they', 'betrothed']"
fiancée,s,unconscious_bias,gender_identity,"['betrothed', 'they', 'betrothed']",['betrothed'],"['betrothed', 'they', 'betrothed']"
flid,s,unconscious_bias,medical_state,['person with phocomelia'],['people with phocomelia'],"['person with phocomelia', 'people with phocomelia']"
fossil,s,unconscious_bias,age_old,"['older person', 'retiree', 'older people', 'retirees', 'someone with outdated views', 'person with traditional views']","['older people', 'retirees']","['older person', 'retiree', 'someone with outdated views', 'person with traditional views', 'older people', 'retirees']"
geezer,s,unconscious_bias,age_old,"['eccentric man', 'older person', 'eccentric men', 'older people']","['eccentric men', 'older people']","['eccentric man', 'older person', 'eccentric men', 'older people']"
geriatric,s,unconscious_bias,age_old,"['older adult', 'older adults']",['older adults'],"['older adult', 'older adults']"
ghetto,s,unconscious_bias,migration,"['((use neighbourhood name))', 'residential area of people with an underrepresented background', 'low-income neighbourhood', 'under-served disadvantaged city area', '((use neighbourhood name))', 'residential areas of people with an underrepresented background', 'low-income neighbourhoods', 'under-served disadvantaged city areas', 'residential area created through reinforced settlement policies aiming to segregate based on concepts, such as race, religion, class, culture, or ethnicity']","['((use neighbourhood name))', 'residential areas of people with an underrepresented background', 'low-income neighbourhoods', 'under-served disadvantaged city areas']","['((use neighbourhood name))', 'residential area of people with an underrepresented background', 'low-income neighbourhood', 'under-served disadvantaged city area', 'residential area created through reinforced settlement policies aiming to segregate based on concepts, such as race, religion, class, culture, or ethnicity', '((use neighbourhood name))', 'residential areas of people with an underrepresented background', 'low-income neighbourhoods', 'under-served disadvantaged city areas']"
gimp,s,unconscious_bias,mobility,"['someone who walks with a cane', 'person who uses leg braces']","['people who walks with a cane', 'people who uses leg braces']","['someone who walks with a cane', 'person who uses leg braces', 'people who walks with a cane', 'people who uses leg braces']"
gipsy,s,unconscious_bias,racist_source,"['Sintiza', 'Sintitsa', 'Sinto', 'Romni', 'Rom', 'Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveller communities', ' Sintize and Sinti', 'Romnja and Roma']","['Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveller communities', ' Sintize and Sinti', 'Romnja and Roma']","['Sintiza', 'Sintitsa', 'Sinto', 'Romni', 'Rom', 'Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveller communities', ' Sintize and Sinti', 'Romnja and Roma']"
girl,s,unconscious_bias,gender_identity,"['kid', 'teen', 'child', 'young person', 'they', 'people', 'team', 'crowd', 'busing team', 'service team', 'children', 'woman --- if 18+ and self-identifies as female']","['children', 'people', 'team', 'crowd', 'busing team', 'service team']","['kid', 'teen', 'child', 'young person', 'they', 'woman --- if 18+ and self-identifies as female', 'people', 'team', 'crowd', 'busing team', 'service team', 'children']"
girlfriend,s,unconscious_bias,gender_identity,"['partner', 'significant other', 'joyfriend', 'they', 'partners', 'significant others', 'joyfriends']","['partners', 'significant others', 'joyfriends']","['partner', 'significant other', 'joyfriend', 'they', 'partners', 'significant others', 'joyfriends']"
goal-getter,s,unconscious_bias,sports_terms,"['person who continues despite difficulties', 'person devoted to their purpose', 'someone who sticks to their goal', 'person happy to see (...) through']","['people who continue despite difficulties', 'people devoted to their purposes', 'people who stick to their goals', 'people happy to see (...) through']","['person who continues despite difficulties', 'person devoted to their purpose', 'someone who sticks to their goal', 'person happy to see (...) through', 'people who continue despite difficulties', 'people devoted to their purposes', 'people who stick to their goals', 'people happy to see (...) through']"
goalgetter,s,unconscious_bias,sports_terms,"['person who continues despite difficulties', 'person devoted to their purpose', 'someone who sticks to their goal', 'person happy to see (...) through']","['people who continue despite difficulties', 'people devoted to their purposes', 'people who stick to their goals', 'people happy to see (...) through']","['person who continues despite difficulties', 'person devoted to their purpose', 'someone who sticks to their goal', 'person happy to see (...) through', 'people who continue despite difficulties', 'people devoted to their purposes', 'people who stick to their goals', 'people happy to see (...) through']"
gramps,s,unconscious_bias,age_old,"['grandy', 'grandparent', 'older person', 'grandies', 'grandparents', 'older people']","['grandies', 'grandparents', 'older people']","['grandy', 'grandparent', 'older person', 'grandies', 'grandparents', 'older people']"
granddaughter,s,unconscious_bias,gender_identity,"['grandchild', 'they', 'grandchildren']",['grandchildren'],"['grandchild', 'they', 'grandchildren']"
grandfather,s,unconscious_bias,gender_identity,"['grandy', 'grandparent', 'they', 'grandies', 'grandparents']","['grandies', 'grandparents']","['grandy', 'grandparent', 'they', 'grandies', 'grandparents']"
grandma,s,unconscious_bias,age_old,"['grandy', 'grandparent', 'grandies', 'grandparents']","['grandies', 'grandparents']","['grandy', 'grandparent', 'grandies', 'grandparents']"
grandmother,s,unconscious_bias,gender_identity,"['grandy', 'grandparent', 'they', 'grandies', 'grandparents']","['grandies', 'grandparents']","['grandy', 'grandparent', 'they', 'grandies', 'grandparents']"
grandpa,s,unconscious_bias,age_old,"['grandy', 'grandparent', 'grandies', 'grandparents']","['grandies', 'grandparents']","['grandy', 'grandparent', 'grandies', 'grandparents']"
grandson,s,unconscious_bias,gender_identity,"['grandchild', 'they', 'grandchildren']",['grandchildren'],"['grandchild', 'they', 'grandchildren']"
greed,s,unconscious_bias,agentic,"['appetite', 'desire', 'lively interest', 'appetites', 'desires', 'lively interests', 'appetite (for ...)', 'desire (for ...)', 'interest (in ...)', 'enthusiasm (for ...)', 'lively interest (in ...)', 'acquisitive mind']","['appetites', 'desires', 'lively interests']","['appetite', 'desire', 'lively interest', 'appetite (for ...)', 'desire (for ...)', 'interest (in ...)', 'enthusiasm (for ...)', 'lively interest (in ...)', 'acquisitive mind', 'appetites', 'desires', 'lively interests']"
gypsy,s,unconscious_bias,racist_source,"['Sintiza', 'Sintitsa', 'Sinto', 'Romni', 'Rom', 'Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveller communities', ' Sintize and Sinti', 'Romnja and Roma']","['Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveller communities', ' Sintize and Sinti', 'Romnja and Roma']","['Sintiza', 'Sintitsa', 'Sinto', 'Romni', 'Rom', 'Sinti and Roma', 'Romani', 'Romanes', 'Sinte', 'traveller communities', ' Sintize and Sinti', 'Romnja and Roma']"
harelip,s,unconscious_bias,medical_state,"['cleft lip', 'cleft palate', 'cleft lip and palate', 'cleft lips', 'cleft palates', 'cleft lips and palates']","['cleft lips', 'cleft palates', 'cleft lips and palates']","['cleft lip', 'cleft palate', 'cleft lip and palate', 'cleft lips', 'cleft palates', 'cleft lips and palates']"
hermaphrodite,s,unconscious_bias,gender_identity,"['intersex person', 'person with intersex condition', 'gender non-conforming person --- for a person not conforming with expected gender norms/expression', 'genderfluid person']","['intersex people', 'people with intersex condition', 'gender non-conforming people --- for people not conforming with expected gender norms/expression', 'genderfluid people']","['intersex person', 'person with intersex condition', 'gender non-conforming person --- for a person not conforming with expected gender norms/expression', 'genderfluid person', 'intersex people', 'people with intersex condition', 'gender non-conforming people --- for people not conforming with expected gender norms/expression', 'genderfluid people']"
hierarchy,s,unconscious_bias,agentic,"['vertical organisational structure', 'chain of command', 'pyramid-like management structure', 'vertical organisational structures', 'chains of command', 'pyramid-like management structures']","['vertical organisational structures', 'chains of command', 'pyramid-like management structures']","['vertical organisational structure', 'chain of command', 'pyramid-like management structure', 'vertical organisational structures', 'chains of command', 'pyramid-like management structures']"
hispanic,s,unconscious_bias,racist_source,"['Latinx', 'Latino', 'Latina', 'related to Spain, the Spanish language, or Hispanidad', '-', 'Latinx', 'Latinos', 'Latinas', 'related to Spain, the Spanish language, or Hispanidad', 'persons from (or with ancestors from) a Spanish-speaking land or culture']","['Latinx', 'Latinos', 'Latinas', 'related to Spain, the Spanish language, or Hispanidad', '-', 'people from (or with ancestors from) a Spanish-speaking land or culture']","['-', 'Latinx', 'Latino', 'Latina', 'related to Spain, the Spanish language, or Hispanidad', 'persons from (or with ancestors from) a Spanish-speaking land or culture', 'Latinx', 'Latinos', 'Latinas', 'related to Spain, the Spanish language, or Hispanidad', 'people from (or with ancestors from) a Spanish-speaking land or culture']"
hostility,s,unconscious_bias,agentic,"['diverging views', 'divergent positions', 'diverging interests', 'diverging views', 'divergent positions', 'diverging interests']","['diverging views', 'divergent positions', 'diverging interests']","['diverging views', 'divergent positions', 'diverging interests', 'diverging views', 'divergent positions', 'diverging interests']"
hunger,s,unconscious_bias,agentic,"['appetite', 'desire', 'lively interest', 'appetites', 'desires', 'lively interests']","['appetites', 'desires', 'lively interests']","['appetite', 'desire', 'lively interest', 'appetites', 'desires', 'lively interests']"
hunter,s,unconscious_bias,agentic,"['searcher', 'forager', 'gatherer', 'seeker', 'searchers', 'foragers', 'gatherers', 'seekers']","['searchers', 'foragers', 'gatherers', 'seekers']","['searcher', 'forager', 'gatherer', 'seeker', 'searchers', 'foragers', 'gatherers', 'seekers']"
husband,s,unconscious_bias,gender_identity,"['spouse', 'marital partner', 'life partner', 'partner', 'significant other', 'better half', 'domestic partner', 'married person', 'spouses', 'marital partners', 'life partners', 'partners', 'significant others', 'better halves', 'domestic partners', 'married people']","['spouses', 'marital partners', 'life partners', 'partners', 'significant others', 'better halves', 'domestic partners', 'married people']","['spouse', 'marital partner', 'life partner', 'partner', 'significant other', 'better half', 'domestic partner', 'married person', 'spouses', 'marital partners', 'life partners', 'partners', 'significant others', 'better halves', 'domestic partners', 'married people']"
idiot,s,unconscious_bias,cognitive_ability,"['person with mental impairment', 'person with psychiatric disabilities', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'risk-taking', 'uninformed', 'silly', 'foolish']","['people with mental impairment', 'people with psychiatric disabilities']","['person with mental impairment', 'person with psychiatric disabilities', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'risk-taking', 'uninformed', 'silly', 'foolish', 'people with mental impairment', 'people with psychiatric disabilities']"
illegal,s,unconscious_bias,migration,"['undocumented person', 'irregular migrant', 'non-documented migrant', 'undocumented people', 'irregular migrants', 'non-documented migrants', 'person with a migratory background', 'person who has migrated into their present country of residence']","['undocumented people', 'irregular migrants', 'non-documented migrants', 'people with a migration background', 'individuals who have migrated into their present country of residence']","['undocumented person', 'irregular migrant', 'non-documented migrant', 'person with a migratory background', 'person who has migrated into their present country of residence', 'undocumented people', 'irregular migrants', 'non-documented migrants', 'people with a migration background', 'individuals who have migrated into their present country of residence']"
imbecile,s,unconscious_bias,cognitive_ability,"['person with mental impairment', 'person with psychiatric disabilities', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'risk-taking', 'uninformed', 'silly', 'foolish']","['people with a mental impairment', 'people with psychiatric disabilities']","['person with mental impairment', 'person with psychiatric disabilities', 'dense', 'ignorant', 'lacking understanding', 'impulsive', 'risk-taking', 'uninformed', 'silly', 'foolish', 'people with a mental impairment', 'people with psychiatric disabilities']"
immigrant,s,unconscious_bias,migration,"['person with a migratory background', 'someone who migrated into their present country of residence', 'person who previously had a different nationality from their present country of residence', 'person who has at least one parent who entered their present country of residence as a migrant']","['people with a migratory background', 'people who have migrated into their present country of residence', 'people who previously had a different nationality from their present country of residence', 'people who have at least one parent who entered their present country of residence as a migrant']","['person with a migratory background', 'someone who migrated into their present country of residence', 'person who previously had a different nationality from their present country of residence', 'person who has at least one parent who entered their present country of residence as a migrant', 'people with a migratory background', 'people who have migrated into their present country of residence', 'people who previously had a different nationality from their present country of residence', 'people who have at least one parent who entered their present country of residence as a migrant']"
individuality,s,unconscious_bias,agentic,"['personal style', 'identity', 'character', 'personality', 'personal styles', 'identities', 'characters', 'personalities', 'the qualities that make you who you are']","['personal styles', 'identities', 'characters', 'personalities']","['personal style', 'identity', 'character', 'personality', 'the qualities that make you who you are', 'personal styles', 'identities', 'characters', 'personalities']"
inmate,s,unconscious_bias,ability,"['patient in a psychiatric hospital ward', 'someone confined to a mental health ward', 'patient in a behavioural health ward', 'patient in a psychiatric hospital unit', 'someone confined to a mental health unit', 'patient in a behavioural health unit', 'person with mental impairments (psychiatric disabilities ...) who receives care in an institution']","['patients in a psychiatric hospital ward', 'people confined to a mental health ward', 'patients in a behavioural health ward', 'patients in a psychiatric hospital unit', 'people confined to a mental health unit', 'patients in a behavioural health unit', 'persons with mental impairments (psychiatric disabilities ...) who receive care in an institution']","['patient in a psychiatric hospital ward', 'someone confined to a mental health ward', 'patient in a behavioural health ward', 'patient in a psychiatric hospital unit', 'someone confined to a mental health unit', 'patient in a behavioural health unit', 'person with mental impairments (psychiatric disabilities ...) who receives care in an institution', 'patients in a psychiatric hospital ward', 'people confined to a mental health ward', 'patients in a behavioural health ward', 'patients in a psychiatric hospital unit', 'people confined to a mental health unit', 'patients in a behavioural health unit', 'persons with mental impairments (psychiatric disabilities ...) who receive care in an institution']"
insanity,s,unconscious_bias,cognitive_perception,"['severe mental illness', 'psychosis', 'uncontrollable impulsive behaviour', 'inability to distinguish fantasy from reality', 'extreme folly', 'unreasonableness']","['severe mental illness', 'psychosis', 'uncontrollable impulsive behaviour', 'inability to distinguish fantasy from reality', 'people with a severe mental illness', 'people who cannot distinguish fantasy from reality', 'people who cannot conduct their affairs due to psychosis', 'people subject to uncontrollable impulsive behaviour']","['severe mental illness', 'psychosis', 'uncontrollable impulsive behaviour', 'inability to distinguish fantasy from reality', 'extreme folly', 'unreasonableness', 'people with a severe mental illness', 'people who cannot distinguish fantasy from reality', 'people who cannot conduct their affairs due to psychosis', 'people subject to uncontrollable impulsive behaviour']"
intellect,s,unconscious_bias,agentic,"['know-how', 'skill', 'insight', 'know-hows', 'skills', 'insights', 'ability to understand', 'ability to think things through']","['know-hows', 'skills', 'insights']","['know-how', 'skill', 'insight', 'ability to understand', 'ability to think things through', 'know-hows', 'skills', 'insights']"
invalid,s,unconscious_bias,mobility,"['person with a disability', 'person with an impairment']","['people with disabiliies', 'people with an impairment']","['person with a disability', 'person with an impairment', 'people with disabiliies', 'people with an impairment']"
kiddo,s,unconscious_bias,age_young,"['you', '((given name))', '-', 'you']","['you', '-']","['-', 'you', '((given name))', 'you']"
lady,s,unconscious_bias,gender_identity,"['woman', 'you', 'someone polite', 'polite person', 'well-mannered individual', 'team', 'folks', 'polite people', 'friends', 'you all', 'everyone']","['folks', 'polite people', 'friends', 'you all', 'everyone', 'team']","['woman', 'you', 'someone polite', 'polite person', 'well-mannered individual', 'team', 'folks', 'polite people', 'friends', 'you all', 'everyone']"
