Lemma,Word_Type,Category,Primary_subcategory,Alt_split
Fischfotze,s,openly_discriminating,sexism,['-']
Fischkopf,s,openly_discriminating,xenophobia,['-']
Fischkopp,s,openly_discriminating,xenophobia,['-']
Flittchen,s,openly_discriminating,sexism,['-']
Fotze,s,openly_discriminating,sexism,['-']
Fotzengesicht,s,openly_discriminating,sexism,['-']
Fotzenhure,s,openly_discriminating,sexism,['-']
Fotzenkind,s,openly_discriminating,sexism,['-']
Fotzenkopf,s,openly_discriminating,sexism,['-']
Fotzensau,s,openly_discriminating,sexism,['-']
Frauenversteher,s,openly_discriminating,sexism,['-']
Freudenmädchen,s,openly_discriminating,sexism,['-']
Furie,s,openly_discriminating,sexism,['-']
Galgenhure,s,openly_discriminating,sexism,['-']
Gauklershure,s,openly_discriminating,sexism,['-']
Gay-Lobby,s,openly_discriminating,homophobia,['-']
Gaylobby,s,openly_discriminating,homophobia,['-']
Genderlobby,s,openly_discriminating,homophobia,['-']
Generalhure,s,openly_discriminating,sexism,['-']
Gewitterhexe,s,openly_discriminating,sexism,['-']
Gewitterziege,s,openly_discriminating,sexism,['-']
Ghettoschlampe,s,openly_discriminating,sexism,['-']
Giftspritze,s,openly_discriminating,sexism,['-']
Hackfresse,s,openly_discriminating,offensive_language,['-']
Hafennutte,s,openly_discriminating,sexism,['-']
Hafenschlampe,s,openly_discriminating,sexism,['-']
Hartgeldnutte,s,openly_discriminating,sexism,['-']
Hartgeldstricher,s,openly_discriminating,homophobia,['-']
Henkershure,s,openly_discriminating,sexism,['-']
Hermaphrodit,s,openly_discriminating,transphobia,['-']
Hete,s,openly_discriminating,sexism,"['-', 'heterosexuelle Person', 'cis Mann', 'cis Frau']"
Heulboje,s,openly_discriminating,sexism,['-']
Heulsuse,s,openly_discriminating,sexism,['-']
Hexe,s,openly_discriminating,sexism,['-']
Homobär,s,openly_discriminating,homophobia,['-']
Homopimmelpirat,s,openly_discriminating,homophobia,['-']
Homoschlampe,s,openly_discriminating,homophobia,['-']
Homoschwein,s,openly_discriminating,homophobia,['-']
Hornochse,s,openly_discriminating,offensive_language,['-']
Hungerhaken,s,openly_discriminating,ableism,['-']
Hupfdohle,s,openly_discriminating,sexism,['-']
Hure,s,openly_discriminating,sexism,['-']
Hurengeburt,s,openly_discriminating,sexism,['-']
Hurenkind,s,openly_discriminating,sexism,['-']
Hurenschlampe,s,openly_discriminating,sexism,['-']
Hurensohn,s,openly_discriminating,offensive_language,['-']
Hurentochter,s,openly_discriminating,sexism,['-']
Höllenhure,s,openly_discriminating,sexism,['-']
Inselaffe,s,openly_discriminating,xenophobia,['-']
Itacker,s,openly_discriminating,xenophobia,['-']
Iwan,s,openly_discriminating,xenophobia,['-']
Jammersuse,s,openly_discriminating,sexism,['-']
Jodelschnepfe,s,openly_discriminating,sexism,['-']
Judensau,s,openly_discriminating,antisemitism,['-']
Jugo,s,openly_discriminating,xenophobia,['-']
Jungenficker,s,openly_discriminating,homophobia,['-']
Kackbratze,s,openly_discriminating,sexism,['-']
Kaffer,s,openly_discriminating,racism,['-']
Kameltreiber,s,openly_discriminating,antimuslim,['-']
Kampflesbe,s,openly_discriminating,homophobia,['-']
Kanacke,s,openly_discriminating,xenophobia,['-']
Kanacker,s,openly_discriminating,xenophobia,['-']
Kanake,s,openly_discriminating,xenophobia,['-']
Klemmschwester,s,openly_discriminating,sexism,['-']
Klofrau,s,openly_discriminating,sexism,['-']
Koksnutte,s,openly_discriminating,sexism,['-']
Kondomlutscher,s,openly_discriminating,homophobia,['-']
Korinthenkacker,s,openly_discriminating,racism,['-']
Kotfotze,s,openly_discriminating,sexism,['-']
Kotstecher,s,openly_discriminating,homophobia,['-']
Kotstulle,s,openly_discriminating,sexism,['-']
Kotzfotze,s,openly_discriminating,sexism,['-']
Krampfhenne,s,openly_discriminating,sexism,['-']
Kratzbürste,s,openly_discriminating,sexism,['-']
Krisperl,s,openly_discriminating,ableism,['-']
Krüppel,s,openly_discriminating,ableism,['-']
Kuh,s,openly_discriminating,sexism,['-']
Käsevotze,s,openly_discriminating,sexism,['-']
LGBT-Lobby,s,openly_discriminating,homophobia,['-']
LGBT-Mafia,s,openly_discriminating,homophobia,['-']
LGBTIQ-Lobby,s,openly_discriminating,homophobia,['-']
LGBTIQlobby,s,openly_discriminating,homophobia,['-']
LGBTlobby,s,openly_discriminating,homophobia,['-']
LGBTmafia,s,openly_discriminating,homophobia,['-']
Ladyboy,s,openly_discriminating,transphobia,"['-', 'trans Frau']"
Lallkopf,s,openly_discriminating,ableism,['-']
Landhure,s,openly_discriminating,sexism,['-']
Landpomeranze,s,openly_discriminating,sexism,['-']
Laternenschlampe,s,openly_discriminating,sexism,['-']
Lesbenehe,s,openly_discriminating,homophobia,"['-', 'Ehe für alle']"
Lesbenlobby,s,openly_discriminating,homophobia,['-']
Lippenstift-Lesbe,s,openly_discriminating,homophobia,['-']
Lippenstiftlesbe,s,openly_discriminating,homophobia,['-']
Luder,s,openly_discriminating,sexism,['-']
Lululutscher,s,openly_discriminating,homophobia,['-']
Mannschaftsmatratze,s,openly_discriminating,sexism,['-']
Mannweib,s,openly_discriminating,sexism,['-']
Mauerblümchen,s,openly_discriminating,sexism,['-']
Mauschelei,s,openly_discriminating,antisemitism,"['-', 'Täuschung', 'Übervorteilung', 'Schwindel', 'interne Absprache', 'Nepotismus', 'Täuschungen', 'Übervorteilungen', 'Schwindeleien', 'interne Absprachen', 'Begünstigungen']"
Meckerliese,s,openly_discriminating,sexism,['-']
Meldemuschi,s,openly_discriminating,sexism,['-']
Metze,s,openly_discriminating,sexism,['-']
Milchmädchen,s,openly_discriminating,sexism,['-']
Mischpoke,a,openly_discriminating,antisemitism,"['-', 'Familie', 'Gruppe', 'eingeschworene Gemeinschaft', 'liebe Verwandtschaft', 'Bande']"
Mistschlampe,s,openly_discriminating,sexism,['-']
Mistvieh,s,openly_discriminating,offensive_language,['-']
Mongo,s,openly_discriminating,ableism,"['-', 'Mensch mit Down-Syndrom(...)', 'Mensch mit Trisomie 21(...)', 'Mensch mit veränderter Chromosomenzahl(...)', 'Mensch mit Lernschwierigkeiten(...)']"
Neger,s,openly_discriminating,racism,"['-', 'Black Person of Color', 'Schwarz~e~/~Schwarzer', 'Afrikaner~in~/~Afrikaner', 'Afroamerikaner~in~/~Afroamerikaner']"
Negerin,s,openly_discriminating,racism,"['-', 'Black Person of Color', 'Schwarz~e~/~Schwarzer', 'Afrikaner~in~/~Afrikaner', 'Afroamerikaner~in~/~Afroamerikaner']"
Negerordnung,s,openly_discriminating,racism,['-']
Nervensäge,s,openly_discriminating,sexism,['-']
Nigger,s,openly_discriminating,racism,['-']
Niggerin,s,openly_discriminating,racism,['-']
Nutte,s,openly_discriminating,sexism,['-']
Nuttenarsch,s,openly_discriminating,sexism,['-']
Nuttenfresse,s,openly_discriminating,sexism,['-']
Nuttensau,s,openly_discriminating,sexism,['-']
Ober-Diva,s,openly_discriminating,sexism,['-']
Oberdiva,s,openly_discriminating,sexism,['-']
Orgasmusbremse,s,openly_discriminating,sexism,['-']
Partyluder,s,openly_discriminating,sexism,['-']
Partynutte,s,openly_discriminating,sexism,['-']
Penisfrau,s,openly_discriminating,transphobia,"['-', 'trans Frau']"
Penismädchen,s,openly_discriminating,transphobia,"['-', 'trans Frau']"
Piefke,s,openly_discriminating,xenophobia,['-']
Pimmelfrau,s,openly_discriminating,homophobia,['-']
Pimmellecker,s,openly_discriminating,homophobia,['-']
Pimmellutscher,s,openly_discriminating,homophobia,['-']
Pimmelsauger,s,openly_discriminating,homophobia,['-']
Pissflitsche,s,openly_discriminating,sexism,['-']
Pissgurke,s,openly_discriminating,sexism,['-']
Pissnelke,s,openly_discriminating,sexism,['-']
Polack,s,openly_discriminating,xenophobia,['-']
Polacke,s,openly_discriminating,xenophobia,['-']
Popobumser,s,openly_discriminating,homophobia,['-']
Popolecker,s,openly_discriminating,homophobia,['-']
Popopirat,s,openly_discriminating,homophobia,['-']
Pornoschlampe,s,openly_discriminating,sexism,['-']
Prostituierte,s,openly_discriminating,sexism,['-']
Prostitutionslobby,s,openly_discriminating,sexism,['-']
Puffmutter,s,openly_discriminating,sexism,['-']
Pussy,s,openly_discriminating,sexism,['-']
Quadratratschn,s,openly_discriminating,sexism,['-']
Quasselstrippe,s,openly_discriminating,sexism,['-']
Reisfresser,s,openly_discriminating,racism,['-']
Rindvieh,s,openly_discriminating,offensive_language,['-']
Rosettenfetischist,s,openly_discriminating,homophobia,['-']
Rosettenhengst,s,openly_discriminating,homophobia,['-']
Rosettenlecker,s,openly_discriminating,homophobia,['-']
Rosettenschlecker,s,openly_discriminating,homophobia,['-']
Rothaut,s,openly_discriminating,racism,['-']
Rummelhure,s,openly_discriminating,sexism,['-']
Saftsack,s,openly_discriminating,offensive_language,['-']
Saufotze,s,openly_discriminating,sexism,['-']
Sauhure,s,openly_discriminating,sexism,['-']
Schabracke,s,openly_discriminating,sexism,['-']
Schacher,s,openly_discriminating,antisemitism,"['-', 'Handel', 'unlautere Preisabsprache', 'Absprache unter der Hand', 'gewinnsüchtige Treiben']"
Schacherei,s,openly_discriminating,antisemitism,"['-', 'Feilscherei', 'harte Verhandlungen', 'Geschäftemacherei', 'Gezerre', 'Gefeilsche', 'Feilschereien', 'harte Verhandlungen', 'Geschäftemacherei', 'Gezerre', 'Gefeilsche']"
Scheiße,s,openly_discriminating,offensive_language,['-']
Scheißer,s,openly_discriminating,offensive_language,['-']
Scheißhausfotze,s,openly_discriminating,sexism,['-']
Scheißhausnutte,s,openly_discriminating,sexism,['-']
Schickse,s,openly_discriminating,sexism,['-']
Schielauge,s,openly_discriminating,ableism,"['-', 'Person mit Gleichgewichtsstörung des Augenmuskels(...)']"
Schimmelmöse,s,openly_discriminating,sexism,['-']
Schindluder,s,openly_discriminating,sexism,['-']
Schlammsau,s,openly_discriminating,sexism,['-']
Schlampe,s,openly_discriminating,sexism,"['-', 'Mensch, der unordentlich ist(...)']"
Schlampenfotze,s,openly_discriminating,sexism,['-']
Schlampenkuh,s,openly_discriminating,sexism,['-']
Schlampensau,s,openly_discriminating,sexism,['-']
Schlampentochter,s,openly_discriminating,sexism,['-']
Schleimfotze,s,openly_discriminating,sexism,['-']
Schlitzauge,s,openly_discriminating,racism,['-']
Schluckluder,s,openly_discriminating,sexism,['-']
Schmierfink,s,openly_discriminating,offensive_language,['-']
Schnalle,s,openly_discriminating,sexism,['-']
Schnepfe,s,openly_discriminating,sexism,['-']
Schrank-Lesbe,s,openly_discriminating,homophobia,['-']
Schranklesbe,s,openly_discriminating,homophobia,['-']
Schrapnelle,s,openly_discriminating,sexism,['-']
Schrappnelle,s,openly_discriminating,sexism,['-']
Schreckschraube,s,openly_discriminating,sexism,['-']
Schrulle,s,openly_discriminating,sexism,['-']
Schwachmat,s,openly_discriminating,ableism,['-']
Schwachsinniger,s,openly_discriminating,ableism,['-']
Schwanzlutscher,s,openly_discriminating,homophobia,['-']
Schwein,s,openly_discriminating,offensive_language,['-']
Schweinebacke,s,openly_discriminating,offensive_language,['-']
Schwuchtel,s,openly_discriminating,homophobia,['-']
Schwulenehe,s,openly_discriminating,homophobia,"['-', 'Ehe für alle']"
Schwulette,s,openly_discriminating,homophobia,['-']
Schwuli,s,openly_discriminating,homophobia,['-']
Sklavenhure,s,openly_discriminating,sexism,['-']
Sodomit,s,openly_discriminating,homophobia,['-']
Soldatenhure,s,openly_discriminating,sexism,['-']
Spacken,s,openly_discriminating,ableism,['-']
Spacko,s,openly_discriminating,ableism,['-']
Spagmat,s,openly_discriminating,ableism,['-']
Spargeltarzan,s,openly_discriminating,ableism,"['-', 'schlanke Person']"
Spast,s,openly_discriminating,ableism,"['-', 'Spastiker', 'Person, die mit Spasmen lebt(...)', 'Person mit einer motorischen Erkrankung(...)', 'Person mit Willkürbewegungen(...)', 'Mensch mit Cerebralparese(...)', 'Person, die sich ungeschickt anstellt(...)']"
Spasti,s,openly_discriminating,ableism,"['-', 'Spastiker', 'Person, die mit Spasmen lebt(...)', 'Person mit einer motorischen Erkrankung(...)', 'Person mit Willkürbewegungen(...)', 'Mensch mit Cerebralparese(...)', 'Person, die sich ungeschickt anstellt(...)']"
Spermarutsche,s,openly_discriminating,sexism,['-']
Spinatwachtel,s,openly_discriminating,sexism,['-']
Stinkfotze,s,openly_discriminating,sexism,['-']
Stinkmorchel,s,openly_discriminating,sexism,['-']
Stinknudel,s,openly_discriminating,sexism,['-']
Stinksau,s,openly_discriminating,sexism,['-']
Straßenmädchen,s,openly_discriminating,sexism,['-']
Stricher,s,openly_discriminating,homophobia,['-']
Strichjunge,s,openly_discriminating,homophobia,['-']
Strichmädchen,s,openly_discriminating,sexism,['-']
Strichnutte,s,openly_discriminating,sexism,['-']
Studentenhure,s,openly_discriminating,sexism,['-']
Sumpfhuhn,s,openly_discriminating,sexism,['-']
Sumpfkuh,s,openly_discriminating,sexism,['-']
Suppenhuhn,s,openly_discriminating,sexism,['-']
Suppenkasper,s,openly_discriminating,ableism,['-']
Systemnutte,s,openly_discriminating,sexism,['-']
Tempelhure,s,openly_discriminating,sexism,['-']
Teufelshexe,s,openly_discriminating,sexism,['-']
Teufelshure,s,openly_discriminating,sexism,['-']
Toilettengeburt,s,openly_discriminating,ableism,['-']
Trampel,s,openly_discriminating,sexism,['-']
Trans-Lobby,s,openly_discriminating,transphobia,['-']
Transe,s,openly_discriminating,transphobia,['-']
Transenkopf,s,openly_discriminating,transphobia,['-']
Translobby,s,openly_discriminating,transphobia,['-']
Transschlampe,s,openly_discriminating,transphobia,['-']
Transvestit,s,openly_discriminating,transphobia,['-']
Tratschtante,s,openly_discriminating,sexism,['-']
Tresenschlampe,s,openly_discriminating,sexism,['-']
Trümmertranse,s,openly_discriminating,transphobia,['-']
Tschingg,s,openly_discriminating,xenophobia,['-']
Tucke,s,openly_discriminating,homophobia,['-']
Tunte,s,openly_discriminating,homophobia,['-']
Tusse,s,openly_discriminating,sexism,['-']
Tussi,s,openly_discriminating,sexism,['-']
Tussie,s,openly_discriminating,sexism,['-']
Unterhaltsnutte,s,openly_discriminating,sexism,['-']
Venusfliegenfalle,s,openly_discriminating,sexism,['-']
Vereinsmatratze,s,openly_discriminating,sexism,['-']
Vergewohltätiger,s,openly_discriminating,sexism,['-']
Vogelscheuche,s,openly_discriminating,sexism,['-']
Vollhorst,s,openly_discriminating,ableism,['-']
Vollidiot,s,openly_discriminating,ableism,['-']
Vollpfosten,s,openly_discriminating,ableism,['-']
Vollspacko,s,openly_discriminating,ableism,['-']
Waldhexe,s,openly_discriminating,sexism,['-']
Wanderpokal,s,openly_discriminating,sexism,['-']
Waschweib,s,openly_discriminating,sexism,['-']
Weib,s,openly_discriminating,sexism,['-']
Wetterhexe,s,openly_discriminating,sexism,['-']
Wildsau,s,openly_discriminating,sexism,['-']
Windelschädel,s,openly_discriminating,antimuslim,['-']
Xanthippe,s,openly_discriminating,sexism,['-']
Yogafotze,s,openly_discriminating,sexism,['-']
Yogaschlampe,s,openly_discriminating,sexism,['-']
Zicke,s,openly_discriminating,sexism,"['-', 'Mensch, der anderer Meinung ist(...)', 'launenhafter Mensch(...)', 'jemand, der nicht tut, was man will(...)', 'Mensch mit uneinsichtigem Verhalten(...)', 'unwillige Person(...)']"
Ziege,s,openly_discriminating,sexism,['-']
Ziegenficker,s,openly_discriminating,sexism,['-']
Zimperliese,s,openly_discriminating,sexism,['-']
Zimtzicke,s,openly_discriminating,sexism,['-']
Zuchtsau,s,openly_discriminating,sexism,['-']
Zwitter,s,openly_discriminating,transphobia,['-']
Zyklopenfotze,s,openly_discriminating,sexism,['-']
Zystenfresse,s,openly_discriminating,sexism,['-']
mauscheln,v,openly_discriminating,antisemitism,"['-', 'täuschen', 'betrügen', 'irreführen', 'übervorteilen', 'geheime Absprachen treffen(...)']"
schachern,v,openly_discriminating,antisemitism,"['-', 'feilschen', 'hart verhandeln', 'Geschäfte machen', 'sich Vorteile sichern', 'um die Macht feilschen(...)']"
verdammt,a,openly_discriminating,offensive_language,['-']
verfickt,a,openly_discriminating,offensive_language,['-']
verflucht,a,openly_discriminating,offensive_language,['-']
verkackt,a,openly_discriminating,offensive_language,['-']
